"","plot_name","treatment","natives","non_natives","number_focal_sp","cover_focal_sp","forbs","graminoids","legumes","bare_ground","non_focal_inv1","non_focal_inv2","background_management","site_type","year","species","site_name","datum","municipality","longitude","latitude","northing","easting","elevation","plotID","elevation_rescaled","natives_percentage","non_natives_percentage","cover_focal_sp_percentage","forbs_percentage","graminoids_percentage","legumes_percentage","bare_ground_percentage","non_focal_inv1_percentage","non_focal_inv2_percentage","natives_prop","non_natives_prop","cover_focal_sp_prop","forbs_prop","graminoids_prop","legumes_prop","bare_ground_prop","non_focal_inv1_prop","non_focal_inv2_prop","natives_prop_rescaled","non_natives_prop_rescaled","cover_focal_sp_prop_rescaled","forbs_prop_rescaled","graminoids_prop_rescaled","legumes_prop_rescaled","bare_ground_prop_rescaled","non_focal_inv1_prop_rescaled","non_focal_inv2_prop_rescaled"
"205","R1","removal",8,3,8,3,4,8,2,4,NA,NA,"no","riverside",2022,"solidago","S 8.2","08.06.2022 00:00","Disentis",8.8362759,46.695313,2706811.65,1172374.19,1271.446533,"S 8.2_R1",0.452759752206696,87.5,3,3,7.5,87.5,0.55,7.5,NA,NA,0.875,0.03,0.03,0.075,0.875,0.0055,0.075,NA,NA,0.999,0.0352171428571429,0.0352171428571429,0.0807711328349626,0.999,0.00727314285714286,0.0865428571428571,NA,NA
"206","R1","removal",8,0,0,0,5,5,6,4,NA,NA,"no","roadside_gravelpit",2022,"solidago","S 7.1","10.06.2022 00:00","Andeer",9.4262781,46.579112,2752250.865,1160435.733,1225.389648,"S 7.1_R1",0.424377294863865,87.5,0,0,17.5,17.5,37.5,7.5,NA,NA,0.875,0,0,0.175,0.175,0.375,0.075,NA,NA,0.999,0.001,0.001,0.195549741230592,0.2006,0.428714285714286,0.0865428571428571,NA,NA
"207","C1","control",4,5,10,5,3,2,2,8,NA,NA,"no","roadside_gravelpit",2022,"solidago","S 7.1","10.06.2022 00:00","Andeer",9.4262781,46.579112,2752250.865,1160435.733,1225.389648,"S 7.1_C1",0.424377294863865,7.5,17.5,17.5,3,0.55,0.55,87.5,NA,NA,0.075,0.175,0.175,0.03,0.0055,0.0055,0.875,NA,NA,0.0541479289940828,0.2006,0.2006,0.0291207590569293,0.00727314285714286,0.00727314285714286,0.999,NA,NA
"208","R2","removal",8,2,1,2,6,3,7,4,NA,NA,"no","roadside_gravelpit",2022,"solidago","S 7.1","10.06.2022 00:00","Andeer",9.4262781,46.579112,2752250.865,1160435.733,1225.389648,"S 7.1_R2",0.424377294863865,87.5,0.55,0.55,37.5,3,62.5,7.5,NA,NA,0.875,0.0055,0.0055,0.375,0.03,0.625,0.075,NA,NA,0.999,0.00727314285714286,0.00727314285714286,0.425106958021852,0.0352171428571429,0.713857142857143,0.0865428571428571,NA,NA
"209","C2","control",8,3,3,3,6,5,6,2,NA,NA,"no","roadside_gravelpit",2022,"solidago","S 7.1","10.06.2022 00:00","Andeer",9.4262781,46.579112,2752250.865,1160435.733,1225.389648,"S 7.1_C2",0.424377294863865,87.5,3,3,37.5,17.5,37.5,0.55,NA,NA,0.875,0.03,0.03,0.375,0.175,0.375,0.0055,NA,NA,0.999,0.0352171428571429,0.0352171428571429,0.425106958021852,0.2006,0.428714285714286,0.00727314285714286,NA,NA
"210","R1","removal",7,1,1,1,6,5,0,6,0,NA,"no","Gravelpit",2022,"solidago","S 6.2","10.06.2022 00:00","Andeer",9.4267227,46.590665,2752252.388,1161720.328,1070.165771,"S 6.2_R1",0.328720911077999,62.5,0.05,0.05,37.5,17.5,0,37.5,0,NA,0.625,5e-04,5e-04,0.375,0.175,0,0.375,0,NA,0.703733727810651,0.00157028571428571,0.00157028571428571,0.425106958021852,0.2006,0.001,0.428714285714286,0.001,NA
"211","C1","control",8,4,9,4,5,7,0,5,0,NA,"no","Gravelpit",2022,"solidago","S 6.2","10.06.2022 00:00","Andeer",9.4267227,46.590665,2752252.388,1161720.328,1070.165771,"S 6.2_C1",0.328720911077999,87.5,7.5,7.5,17.5,62.5,0,17.5,0,NA,0.875,0.075,0.075,0.175,0.625,0,0.175,0,NA,0.999,0.0865428571428571,0.0865428571428571,0.195549741230592,0.713857142857143,0.001,0.2006,0.001,NA
"212","R2","removal",8,2,0,0,6,6,0,4,2,NA,"no","Gravelpit",2022,"solidago","S 6.2","10.06.2022 00:00","Andeer",9.4267227,46.590665,2752252.388,1161720.328,1070.165771,"S 6.2_R2",0.328720911077999,87.5,0.55,0,37.5,37.5,0,7.5,0.55,NA,0.875,0.0055,0,0.375,0.375,0,0.075,0.0055,NA,0.999,0.00727314285714286,0.001,0.425106958021852,0.428714285714286,0.001,0.0865428571428571,0.0156373333333333,NA
"213","R1","removal",8,3,5,3,7,5,0,4,1,NA,"no","riverside",2022,"solidago","S 7.2","10.06.2022 00:00","Klosters",9.9234081,46.85906,2789351.513,1192623.413,1265.037598,"S 7.2_R1",0.448810259655246,87.5,3,3,62.5,17.5,0,7.5,0.05,NA,0.875,0.03,0.03,0.625,0.175,0,0.075,5e-04,NA,0.999,0.0352171428571429,0.0352171428571429,0.712053479010926,0.2006,0.001,0.0865428571428571,0.00233066666666667,NA
"214","C1","control",6,4,18,4,5,5,2,6,2,NA,"no","riverside",2022,"solidago","S 7.2","10.06.2022 00:00","Klosters",9.9234081,46.85906,2789351.513,1192623.413,1265.037598,"S 7.2_C1",0.448810259655246,37.5,7.5,7.5,17.5,17.5,0.55,37.5,0.55,NA,0.375,0.075,0.075,0.175,0.175,0.0055,0.375,0.0055,NA,0.408467455621302,0.0865428571428571,0.0865428571428571,0.195549741230592,0.2006,0.00727314285714286,0.428714285714286,0.0156373333333333,NA
"215","R1","removal",5,1,1,1,5,2,0,8,NA,NA,"no","roadside_riverside",2022,"solidago","S 6.3","10.06.2022 00:00","Alvaneu",9.6336467,46.673763,2767844.287,1171375.994,1069.260498,"S 6.3_R1",0.328163038518747,17.5,0.05,0.05,17.5,0.55,0,87.5,NA,NA,0.175,5e-04,5e-04,0.175,0.0055,0,0.875,NA,NA,0.172254437869822,0.00157028571428571,0.00157028571428571,0.195549741230592,0.00727314285714286,0.001,0.999,NA,NA
"216","C1","control",5,5,17,5,5,1,0,7,NA,NA,"no","roadside_riverside",2022,"solidago","S 6.3","10.06.2022 00:00","Alvaneu",9.6336467,46.673763,2767844.287,1171375.994,1069.260498,"S 6.3_C1",0.328163038518747,17.5,17.5,17.5,17.5,0.05,0,62.5,NA,NA,0.175,0.175,0.175,0.175,5e-04,0,0.625,NA,NA,0.172254437869822,0.2006,0.2006,0.195549741230592,0.00157028571428571,0.001,0.713857142857143,NA,NA
"217","R1","removal",6,5,46,5,2,3,5,6,2,NA,"no","roadside",2021,"erigeron","E 1.1","07.06.2021 00:00","Chur",9.503204,46.845254,2757366.281,1190160.425,599.2714844,"E 1.1_R1",0.0385333093240445,37.5,17.5,17.5,0.55,3,17.5,37.5,0.55,NA,0.375,0.175,0.175,0.0055,0.03,0.175,0.375,0.0055,NA,0.408467455621302,0.2006,0.2006,0.001,0.0352171428571429,0.2006,0.428714285714286,0.0156373333333333,NA
"218","C1","control",8,4,27,4,3,3,7,5,0,NA,"no","roadside",2021,"erigeron","E 1.1","07.06.2021 00:00","Chur",9.503204,46.845254,2757366.281,1190160.425,599.2714844,"E 1.1_C1",0.0385333093240445,87.5,7.5,7.5,3,3,62.5,17.5,0,NA,0.875,0.075,0.075,0.03,0.03,0.625,0.175,0,NA,0.999,0.0865428571428571,0.0865428571428571,0.0291207590569293,0.0352171428571429,0.713857142857143,0.2006,0.001,NA
"219","R1","removal",7,4,26,4,3,7,4,5,NA,NA,"no","roadside",2021,"erigeron","E 2.1","07.06.2021 00:00","Bonaduz",9.3801951,46.812686,2748077.513,1186301.911,678.8043823,"E 2.1_R1",0.0875452883582008,62.5,7.5,7.5,3,62.5,7.5,17.5,NA,NA,0.625,0.075,0.075,0.03,0.625,0.075,0.175,NA,NA,0.703733727810651,0.0865428571428571,0.0865428571428571,0.0291207590569293,0.713857142857143,0.0865428571428571,0.2006,NA,NA
"220","C1","control",8,5,49,5,5,6,5,3,NA,NA,"no","roadside",2021,"erigeron","E 2.1","07.06.2021 00:00","Bonaduz",9.3801951,46.812686,2748077.513,1186301.911,678.8043823,"E 2.1_C1",0.0875452883582008,87.5,17.5,17.5,17.5,37.5,17.5,3,NA,NA,0.875,0.175,0.175,0.175,0.375,0.175,0.03,NA,NA,0.999,0.2006,0.2006,0.195549741230592,0.428714285714286,0.2006,0.0352171428571429,NA,NA
"221","R2","removal",8,5,25,5,6,6,3,3,NA,NA,"no","roadside",2021,"erigeron","E 2.1","07.06.2021 00:00","Bonaduz",9.3801951,46.812686,2748077.513,1186301.911,678.8043823,"E 2.1_R2",0.0875452883582008,87.5,17.5,17.5,37.5,37.5,3,3,NA,NA,0.875,0.175,0.175,0.375,0.375,0.03,0.03,NA,NA,0.999,0.2006,0.2006,0.425106958021852,0.428714285714286,0.0352171428571429,0.0352171428571429,NA,NA
"222","C2","control",8,4,33,4,5,6,5,3,NA,NA,"no","roadside",2021,"erigeron","E 2.1","07.06.2021 00:00","Bonaduz",9.3801951,46.812686,2748077.513,1186301.911,678.8043823,"E 2.1_C2",0.0875452883582008,87.5,7.5,7.5,17.5,37.5,17.5,3,NA,NA,0.875,0.075,0.075,0.175,0.375,0.175,0.03,NA,NA,0.999,0.0865428571428571,0.0865428571428571,0.195549741230592,0.428714285714286,0.2006,0.0352171428571429,NA,NA
"223","R1","removal",6,4,11,4,5,5,0,6,NA,NA,"no","roadside",2021,"erigeron","E 2.2","08.06.2021 00:00","Bonaduz",9.3856731,46.812453,2748496.066,1186286.38,669.2020874,"E 2.2_R1",0.0816278945658819,37.5,7.5,7.5,17.5,17.5,0,37.5,NA,NA,0.375,0.075,0.075,0.175,0.175,0,0.375,NA,NA,0.408467455621302,0.0865428571428571,0.0865428571428571,0.195549741230592,0.2006,0.001,0.428714285714286,NA,NA
"224","C1","control",5,4,10,4,4,4,3,7,NA,NA,"no","roadside",2021,"erigeron","E 2.2","08.06.2021 00:00","Bonaduz",9.3856731,46.812453,2748496.066,1186286.38,669.2020874,"E 2.2_C1",0.0816278945658819,17.5,7.5,7.5,7.5,7.5,3,62.5,NA,NA,0.175,0.075,0.075,0.075,0.075,0.03,0.625,NA,NA,0.172254437869822,0.0865428571428571,0.0865428571428571,0.0807711328349626,0.0865428571428571,0.0352171428571429,0.713857142857143,NA,NA
"225","R2","removal",5,5,18,5,4,3,5,6,NA,NA,"no","roadside",2021,"erigeron","E 2.2","08.06.2021 00:00","Bonaduz",9.3856731,46.812453,2748496.066,1186286.38,669.2020874,"E 2.2_R2",0.0816278945658819,17.5,17.5,17.5,7.5,3,17.5,37.5,NA,NA,0.175,0.175,0.175,0.075,0.03,0.175,0.375,NA,NA,0.172254437869822,0.2006,0.2006,0.0807711328349626,0.0352171428571429,0.2006,0.428714285714286,NA,NA
"226","C2","control",8,4,10,4,5,7,3,4,NA,NA,"no","roadside",2021,"erigeron","E 2.2","08.06.2021 00:00","Bonaduz",9.3856731,46.812453,2748496.066,1186286.38,669.2020874,"E 2.2_C2",0.0816278945658819,87.5,7.5,7.5,17.5,62.5,3,7.5,NA,NA,0.875,0.075,0.075,0.175,0.625,0.03,0.075,NA,NA,0.999,0.0865428571428571,0.0865428571428571,0.195549741230592,0.713857142857143,0.0352171428571429,0.0865428571428571,NA,NA
"227","R1","removal",8,3,63,3,4,8,3,3,0,0,"no","roadside",2021,"erigeron","E 1.2","08.06.2021 00:00","Domat-Ems",9.4192688,46.828206,2751014.834,1188101.023,612.8031006,"E 1.2_R1",0.0468721390033872,87.5,3,3,7.5,87.5,3,3,0,0,0.875,0.03,0.03,0.075,0.875,0.03,0.03,0,0,0.999,0.0352171428571429,0.0352171428571429,0.0807711328349626,0.999,0.0352171428571429,0.0352171428571429,0.001,0.001
"228","C1","control",8,3,67,3,3,8,3,3,0,0,"no","roadside",2021,"erigeron","E 1.2","08.06.2021 00:00","Domat-Ems",9.4192688,46.828206,2751014.834,1188101.023,612.8031006,"E 1.2_C1",0.0468721390033872,87.5,3,3,3,87.5,3,3,0,0,0.875,0.03,0.03,0.03,0.875,0.03,0.03,0,0,0.999,0.0352171428571429,0.0352171428571429,0.0291207590569293,0.999,0.0352171428571429,0.0352171428571429,0.001,0.001
"229","R2","removal",8,3,120,3,3,8,3,4,2,0,"no","roadside",2021,"erigeron","E 1.2","08.06.2021 00:00","Domat-Ems",9.4192688,46.828206,2751014.834,1188101.023,612.8031006,"E 1.2_R2",0.0468721390033872,87.5,3,3,3,87.5,3,7.5,0.55,0,0.875,0.03,0.03,0.03,0.875,0.03,0.075,0.0055,0,0.999,0.0352171428571429,0.0352171428571429,0.0291207590569293,0.999,0.0352171428571429,0.0865428571428571,0.0156373333333333,0.001
"230","C2","control",6,4,292,4,4,5,3,6,2,0,"no","roadside",2021,"erigeron","E 1.2","08.06.2021 00:00","Domat-Ems",9.4192688,46.828206,2751014.834,1188101.023,612.8031006,"E 1.2_C2",0.0468721390033872,37.5,7.5,7.5,7.5,17.5,3,37.5,0.55,0,0.375,0.075,0.075,0.075,0.175,0.03,0.375,0.0055,0,0.408467455621302,0.0865428571428571,0.0865428571428571,0.0807711328349626,0.2006,0.0352171428571429,0.428714285714286,0.0156373333333333,0.001
"231","R3","removal",8,3,81,3,3,7,3,4,2,0,"no","roadside",2021,"erigeron","E 1.2","08.06.2021 00:00","Domat-Ems",9.4192688,46.828206,2751014.834,1188101.023,612.8031006,"E 1.2_R3",0.0468721390033872,87.5,3,3,3,62.5,3,7.5,0.55,0,0.875,0.03,0.03,0.03,0.625,0.03,0.075,0.0055,0,0.999,0.0352171428571429,0.0352171428571429,0.0291207590569293,0.713857142857143,0.0352171428571429,0.0865428571428571,0.0156373333333333,0.001
"232","C3","control",8,3,119,3,5,7,3,4,0,0,"no","roadside",2021,"erigeron","E 1.2","08.06.2021 00:00","Domat-Ems",9.4192688,46.828206,2751014.834,1188101.023,612.8031006,"E 1.2_C3",0.0468721390033872,87.5,3,3,17.5,62.5,3,7.5,0,0,0.875,0.03,0.03,0.175,0.625,0.03,0.075,0,0,0.999,0.0352171428571429,0.0352171428571429,0.195549741230592,0.713857142857143,0.0352171428571429,0.0865428571428571,0.001,0.001
"233","R4","removal",8,2,6,2,5,7,4,2,0,0,"no","roadside",2021,"erigeron","E 1.2","08.06.2021 00:00","Domat-Ems",9.4192688,46.828206,2751014.834,1188101.023,612.8031006,"E 1.2_R4",0.0468721390033872,87.5,0.55,0.55,17.5,62.5,7.5,0.55,0,0,0.875,0.0055,0.0055,0.175,0.625,0.075,0.0055,0,0,0.999,0.00727314285714286,0.00727314285714286,0.195549741230592,0.713857142857143,0.0865428571428571,0.00727314285714286,0.001,0.001
"234","C4","control",8,2,9,2,4,7,4,3,0,2,"no","roadside",2021,"erigeron","E 1.2","08.06.2021 00:00","Domat-Ems",9.4192688,46.828206,2751014.834,1188101.023,612.8031006,"E 1.2_C4",0.0468721390033872,87.5,0.55,0.55,7.5,62.5,7.5,3,0,0.55,0.875,0.0055,0.0055,0.075,0.625,0.075,0.03,0,0.0055,0.999,0.00727314285714286,0.00727314285714286,0.0807711328349626,0.713857142857143,0.0865428571428571,0.0352171428571429,0.001,0.0323657142857143
"235","R1","removal",8,4,27,4,5,7,0,4,NA,NA,"no","roadside",2021,"erigeron","E 2.3","08.06.2021 00:00","Tamins",9.4101563,46.830034,2750314.753,1188286.64,636.0404053,"E 2.3_R1",0.0611920785609611,87.5,7.5,7.5,17.5,62.5,0,7.5,NA,NA,0.875,0.075,0.075,0.175,0.625,0,0.075,NA,NA,0.999,0.0865428571428571,0.0865428571428571,0.195549741230592,0.713857142857143,0.001,0.0865428571428571,NA,NA
"236","C1","control",8,3,23,3,5,8,0,4,NA,NA,"no","roadside",2021,"erigeron","E 2.3","08.06.2021 00:00","Tamins",9.4101563,46.830034,2750314.753,1188286.64,636.0404053,"E 2.3_C1",0.0611920785609611,87.5,3,3,17.5,87.5,0,7.5,NA,NA,0.875,0.03,0.03,0.175,0.875,0,0.075,NA,NA,0.999,0.0352171428571429,0.0352171428571429,0.195549741230592,0.999,0.001,0.0865428571428571,NA,NA
"237","R2","removal",8,3,10,3,4,8,0,3,NA,NA,"no","roadside",2021,"erigeron","E 2.3","08.06.2021 00:00","Tamins",9.4101563,46.830034,2750314.753,1188286.64,636.0404053,"E 2.3_R2",0.0611920785609611,87.5,3,3,7.5,87.5,0,3,NA,NA,0.875,0.03,0.03,0.075,0.875,0,0.03,NA,NA,0.999,0.0352171428571429,0.0352171428571429,0.0807711328349626,0.999,0.001,0.0352171428571429,NA,NA
"238","C2","control",8,4,40,4,4,8,0,5,NA,NA,"no","roadside",2021,"erigeron","E 2.3","08.06.2021 00:00","Tamins",9.4101563,46.830034,2750314.753,1188286.64,636.0404053,"E 2.3_C2",0.0611920785609611,87.5,7.5,7.5,7.5,87.5,0,17.5,NA,NA,0.875,0.075,0.075,0.075,0.875,0,0.175,NA,NA,0.999,0.0865428571428571,0.0865428571428571,0.0807711328349626,0.999,0.001,0.2006,NA,NA
"239","R3","removal",8,4,11,4,5,8,0,2,NA,NA,"no","roadside",2021,"erigeron","E 2.3","08.06.2021 00:00","Tamins",9.4101563,46.830034,2750314.753,1188286.64,636.0404053,"E 2.3_R3",0.0611920785609611,87.5,7.5,7.5,17.5,87.5,0,0.55,NA,NA,0.875,0.075,0.075,0.175,0.875,0,0.0055,NA,NA,0.999,0.0865428571428571,0.0865428571428571,0.195549741230592,0.999,0.001,0.00727314285714286,NA,NA
"240","C3","control",8,3,21,3,5,8,0,3,NA,NA,"no","roadside",2021,"erigeron","E 2.3","08.06.2021 00:00","Tamins",9.4101563,46.830034,2750314.753,1188286.64,636.0404053,"E 2.3_C3",0.0611920785609611,87.5,3,3,17.5,87.5,0,3,NA,NA,0.875,0.03,0.03,0.175,0.875,0,0.03,NA,NA,0.999,0.0352171428571429,0.0352171428571429,0.195549741230592,0.999,0.001,0.0352171428571429,NA,NA
"241","R4","removal",8,3,15,3,4,8,0,2,NA,NA,"no","roadside",2021,"erigeron","E 2.3","08.06.2021 00:00","Tamins",9.4101563,46.830034,2750314.753,1188286.64,636.0404053,"E 2.3_R4",0.0611920785609611,87.5,3,3,7.5,87.5,0,0.55,NA,NA,0.875,0.03,0.03,0.075,0.875,0,0.0055,NA,NA,0.999,0.0352171428571429,0.0352171428571429,0.0807711328349626,0.999,0.001,0.00727314285714286,NA,NA
"242","C4","control",8,3,8,3,6,7,0,3,NA,NA,"no","roadside",2021,"erigeron","E 2.3","08.06.2021 00:00","Tamins",9.4101563,46.830034,2750314.753,1188286.64,636.0404053,"E 2.3_C4",0.0611920785609611,87.5,3,3,37.5,62.5,0,3,NA,NA,0.875,0.03,0.03,0.375,0.625,0,0.03,NA,NA,0.999,0.0352171428571429,0.0352171428571429,0.425106958021852,0.713857142857143,0.001,0.0352171428571429,NA,NA
"243","R1","removal",8,2,5,2,5,5,8,2,0,NA,"no","parking",2021,"erigeron","E 1.3","09.06.2021 00:00","Trimmis",9.5581385,46.908825,2761363.536,1197335.865,551.5339966,"E 1.3_R1",0.00911518408310716,87.5,0.55,0.55,17.5,17.5,87.5,0.55,0,NA,0.875,0.0055,0.0055,0.175,0.175,0.875,0.0055,0,NA,0.999,0.00727314285714286,0.00727314285714286,0.195549741230592,0.2006,0.999,0.00727314285714286,0.001,NA
"244","C1","control",8,2,5,2,4,5,8,0,0,NA,"no","parking",2021,"erigeron","E 1.3","09.06.2021 00:00","Trimmis",9.5581385,46.908825,2761363.536,1197335.865,551.5339966,"E 1.3_C1",0.00911518408310716,87.5,0.55,0.55,7.5,17.5,87.5,0,0,NA,0.875,0.0055,0.0055,0.075,0.175,0.875,0,0,NA,0.999,0.00727314285714286,0.00727314285714286,0.0807711328349626,0.2006,0.999,0.001,0.001,NA
"245","R2","removal",8,3,6,3,4,7,6,4,0,NA,"no","parking",2021,"erigeron","E 1.3","09.06.2021 00:00","Trimmis",9.5581385,46.908825,2761363.536,1197335.865,551.5339966,"E 1.3_R2",0.00911518408310716,87.5,3,3,7.5,62.5,37.5,7.5,0,NA,0.875,0.03,0.03,0.075,0.625,0.375,0.075,0,NA,0.999,0.0352171428571429,0.0352171428571429,0.0807711328349626,0.713857142857143,0.428714285714286,0.0865428571428571,0.001,NA
"246","C2","control",8,2,4,2,4,7,6,3,1,NA,"no","parking",2021,"erigeron","E 1.3","09.06.2021 00:00","Trimmis",9.5581385,46.908825,2761363.536,1197335.865,551.5339966,"E 1.3_C2",0.00911518408310716,87.5,0.55,0.55,7.5,62.5,37.5,3,0.05,NA,0.875,0.0055,0.0055,0.075,0.625,0.375,0.03,5e-04,NA,0.999,0.00727314285714286,0.00727314285714286,0.0807711328349626,0.713857142857143,0.428714285714286,0.0352171428571429,0.00233066666666667,NA
"247","R3","removal",8,2,3,2,4,7,6,2,0,NA,"no","parking",2021,"erigeron","E 1.3","09.06.2021 00:00","Trimmis",9.5581385,46.908825,2761363.536,1197335.865,551.5339966,"E 1.3_R3",0.00911518408310716,87.5,0.55,0.55,7.5,62.5,37.5,0.55,0,NA,0.875,0.0055,0.0055,0.075,0.625,0.375,0.0055,0,NA,0.999,0.00727314285714286,0.00727314285714286,0.0807711328349626,0.713857142857143,0.428714285714286,0.00727314285714286,0.001,NA
"248","C3","control",8,2,3,2,3,8,6,0,0,NA,"no","parking",2021,"erigeron","E 1.3","09.06.2021 00:00","Trimmis",9.5581385,46.908825,2761363.536,1197335.865,551.5339966,"E 1.3_C3",0.00911518408310716,87.5,0.55,0.55,3,87.5,37.5,0,0,NA,0.875,0.0055,0.0055,0.03,0.875,0.375,0,0,NA,0.999,0.00727314285714286,0.00727314285714286,0.0291207590569293,0.999,0.428714285714286,0.001,0.001,NA
"249","R1","removal",8,4,34,4,7,6,4,3,NA,NA,"no","roadside",2021,"erigeron","E 4.1","09.06.2021 00:00","Trin",9.3660772,46.828796,2746956.478,1188065.515,898.0748901,"E 4.1_R1",0.222670272042498,87.5,7.5,7.5,62.5,37.5,7.5,3,NA,NA,0.875,0.075,0.075,0.625,0.375,0.075,0.03,NA,NA,0.999,0.0865428571428571,0.0865428571428571,0.712053479010926,0.428714285714286,0.0865428571428571,0.0352171428571429,NA,NA
"250","C1","control",8,3,17,3,5,8,0,3,NA,NA,"no","roadside",2021,"erigeron","E 4.1","09.06.2021 00:00","Trin",9.3660772,46.828796,2746956.478,1188065.515,898.0748901,"E 4.1_C1",0.222670272042498,87.5,3,3,17.5,87.5,0,3,NA,NA,0.875,0.03,0.03,0.175,0.875,0,0.03,NA,NA,0.999,0.0352171428571429,0.0352171428571429,0.195549741230592,0.999,0.001,0.0352171428571429,NA,NA
"251","R2","removal",8,3,13,3,7,6,0,3,NA,NA,"no","roadside",2021,"erigeron","E 4.1","09.06.2021 00:00","Trin",9.3660772,46.828796,2746956.478,1188065.515,898.0748901,"E 4.1_R2",0.222670272042498,87.5,3,3,62.5,37.5,0,3,NA,NA,0.875,0.03,0.03,0.625,0.375,0,0.03,NA,NA,0.999,0.0352171428571429,0.0352171428571429,0.712053479010926,0.428714285714286,0.001,0.0352171428571429,NA,NA
"252","C2","control",8,3,22,3,8,4,0,3,NA,NA,"no","roadside",2021,"erigeron","E 4.1","09.06.2021 00:00","Trin",9.3660772,46.828796,2746956.478,1188065.515,898.0748901,"E 4.1_C2",0.222670272042498,87.5,3,3,87.5,7.5,0,3,NA,NA,0.875,0.03,0.03,0.875,0.075,0,0.03,NA,NA,0.999,0.0352171428571429,0.0352171428571429,0.999,0.0865428571428571,0.001,0.0352171428571429,NA,NA
"253","R3","removal",8,4,37,4,7,5,0,4,NA,NA,"no","roadside",2021,"erigeron","E 4.1","09.06.2021 00:00","Trin",9.3660772,46.828796,2746956.478,1188065.515,898.0748901,"E 4.1_R3",0.222670272042498,87.5,7.5,7.5,62.5,17.5,0,7.5,NA,NA,0.875,0.075,0.075,0.625,0.175,0,0.075,NA,NA,0.999,0.0865428571428571,0.0865428571428571,0.712053479010926,0.2006,0.001,0.0865428571428571,NA,NA
"254","C3","control",8,4,25,4,8,2,2,2,NA,NA,"no","roadside",2021,"erigeron","E 4.1","09.06.2021 00:00","Trin",9.3660772,46.828796,2746956.478,1188065.515,898.0748901,"E 4.1_C3",0.222670272042498,87.5,7.5,7.5,87.5,0.55,0.55,0.55,NA,NA,0.875,0.075,0.075,0.875,0.0055,0.0055,0.0055,NA,NA,0.999,0.0865428571428571,0.0865428571428571,0.999,0.00727314285714286,0.00727314285714286,0.00727314285714286,NA,NA
"255","R1","removal",8,4,30,4,7,5,4,3,0,NA,"no","roadside",2021,"erigeron","E 1.4","10.06.2021 00:00","Untervaz",9.5529588,46.914263,2760952.821,1197929.469,538.8092041,"E 1.4_R1",0.00127355779145421,87.5,7.5,7.5,62.5,17.5,7.5,3,0,NA,0.875,0.075,0.075,0.625,0.175,0.075,0.03,0,NA,0.999,0.0865428571428571,0.0865428571428571,0.712053479010926,0.2006,0.0865428571428571,0.0352171428571429,0.001,NA
"256","C1","control",8,4,16,3,7,6,5,3,3,NA,"no","roadside",2021,"erigeron","E 1.4","10.06.2021 00:00","Untervaz",9.5529588,46.914263,2760952.821,1197929.469,538.8092041,"E 1.4_C1",0.00127355779145421,87.5,7.5,3,62.5,37.5,17.5,3,3,NA,0.875,0.075,0.03,0.625,0.375,0.175,0.03,0.03,NA,0.999,0.0865428571428571,0.0352171428571429,0.712053479010926,0.428714285714286,0.2006,0.0352171428571429,0.08084,NA
"257","R2","removal",8,3,12,3,6,7,5,3,2,NA,"no","roadside",2021,"erigeron","E 1.4","10.06.2021 00:00","Untervaz",9.5529588,46.914263,2760952.821,1197929.469,538.8092041,"E 1.4_R2",0.00127355779145421,87.5,3,3,37.5,62.5,17.5,3,0.55,NA,0.875,0.03,0.03,0.375,0.625,0.175,0.03,0.0055,NA,0.999,0.0352171428571429,0.0352171428571429,0.425106958021852,0.713857142857143,0.2006,0.0352171428571429,0.0156373333333333,NA
"258","C2","control",8,4,21,3,5,6,7,3,3,NA,"no","roadside",2021,"erigeron","E 1.4","10.06.2021 00:00","Untervaz",9.5529588,46.914263,2760952.821,1197929.469,538.8092041,"E 1.4_C2",0.00127355779145421,87.5,7.5,3,17.5,37.5,62.5,3,3,NA,0.875,0.075,0.03,0.175,0.375,0.625,0.03,0.03,NA,0.999,0.0865428571428571,0.0352171428571429,0.195549741230592,0.428714285714286,0.713857142857143,0.0352171428571429,0.08084,NA
"259","R3","removal",8,4,29,4,7,4,5,4,3,NA,"no","roadside",2021,"erigeron","E 1.4","10.06.2021 00:00","Untervaz",9.5529588,46.914263,2760952.821,1197929.469,538.8092041,"E 1.4_R3",0.00127355779145421,87.5,7.5,7.5,62.5,7.5,17.5,7.5,3,NA,0.875,0.075,0.075,0.625,0.075,0.175,0.075,0.03,NA,0.999,0.0865428571428571,0.0865428571428571,0.712053479010926,0.0865428571428571,0.2006,0.0865428571428571,0.08084,NA
"260","C3","control",7,6,10,3,7,5,5,3,5,NA,"no","roadside",2021,"erigeron","E 1.4","10.06.2021 00:00","Untervaz",9.5529588,46.914263,2760952.821,1197929.469,538.8092041,"E 1.4_C3",0.00127355779145421,62.5,37.5,3,62.5,17.5,17.5,3,17.5,NA,0.625,0.375,0.03,0.625,0.175,0.175,0.03,0.175,NA,0.703733727810651,0.428714285714286,0.0352171428571429,0.712053479010926,0.2006,0.2006,0.0352171428571429,0.466733333333333,NA
